nama,jenis_lembaga,profile,provinsi ,alamat,kontak,jenis_kelamin,umur,jenis_kekerasan
RSUD dr. Adyatma  MPH,Psikologis,Layanan Medis  Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Walisongo KM 85 No. 137 Semarang Jawa Tengah,Telp. (024)7605378,pria,diatas 0 tahun,verbal
RSUD dr. Adyatma  MPH,Psikologis,Layanan Medis  Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Walisongo KM 85 No. 137 Semarang Jawa Tengah,Telp. (024)7605378,wanita,diatas 0 tahun,verbal
RSUD dr. Adyatma  MPH,Psikologis,Layanan Medis  Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Walisongo KM 85 No. 137 Semarang Jawa Tengah,Telp. (024)7605378,pria,diatas 0 tahun,fisik
RSUD dr. Adyatma  MPH,Psikologis,Layanan Medis  Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Walisongo KM 85 No. 137 Semarang Jawa Tengah,Telp. (024)7605378,wanita,diatas 0 tahun,fisik
RSUD Moewardi,Psikologis,Layanan Medis Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Kolonel Sutarto No.132 Jebres Kota Surakarta Jawa Tengah,Telp. (0271)634634,pria,diatas 0 tahun,verbal
RSUD Moewardi,Psikologis,Layanan Medis Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Kolonel Sutarto No.132 Jebres Kota Surakarta Jawa Tengah,Telp. (0271)634634,wanita,diatas 0 tahun,verbal
RSUD Moewardi,Psikologis,Layanan Medis Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Kolonel Sutarto No.132 Jebres Kota Surakarta Jawa Tengah,Telp. (0271)634634,pria,diatas 0 tahun,fisik
RSUD Moewardi,Psikologis,Layanan Medis Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Kolonel Sutarto No.132 Jebres Kota Surakarta Jawa Tengah,Telp. (0271)634634,wanita,diatas 0 tahun,fisik
RSUD Prof. Dr. MargonoSoekarjo,Psikologis,Layanan Medis  Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Dr. Gumbreg No.1 Kebontebu  Berkoh  Kec. Purwokerto Sel KabupatenBanyumas Jawa Tengah 53146,Telp. (0281)632708,pria,diatas 0 tahun,verbal
RSUD Prof. Dr. MargonoSoekarjo,Psikologis,Layanan Medis  Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Dr. Gumbreg No.1 Kebontebu  Berkoh  Kec. Purwokerto Sel KabupatenBanyumas Jawa Tengah 53146,Telp. (0281)632708,wanita,diatas 0 tahun,verbal
RSUD Prof. Dr. MargonoSoekarjo,Psikologis,Layanan Medis  Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Dr. Gumbreg No.1 Kebontebu  Berkoh  Kec. Purwokerto Sel KabupatenBanyumas Jawa Tengah 53146,Telp. (0281)632708,pria,diatas 0 tahun,fisik
RSUD Prof. Dr. MargonoSoekarjo,Psikologis,Layanan Medis  Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Dr. Gumbreg No.1 Kebontebu  Berkoh  Kec. Purwokerto Sel KabupatenBanyumas Jawa Tengah 53146,Telp. (0281)632708,wanita,diatas 0 tahun,fisik
RSUD Kelet Jepara,Psikologis,Layanan Medis Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Raya Jepara Kelet Km. 33 Keling Jepara,Telp. (0291)579002,pria,diatas 0 tahun,verbal
RSUD Kelet Jepara,Psikologis,Layanan Medis Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Raya Jepara Kelet Km. 33 Keling Jepara,Telp. (0291)579002,wanita,diatas 0 tahun,verbal
RSUD Kelet Jepara,Psikologis,Layanan Medis Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Raya Jepara Kelet Km. 33 Keling Jepara,Telp. (0291)579002,pria,diatas 0 tahun,fisik
RSUD Kelet Jepara,Psikologis,Layanan Medis Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Raya Jepara Kelet Km. 33 Keling Jepara,Telp. (0291)579002,wanita,diatas 0 tahun,fisik
RSJD Amino Gondohutomo,Psikologis,Layanan Medis Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Brigjen Sudiarto No.347 Gemah Kec. Pedurungan Kota Semarang Jawa Tengsh,Telp. (024)6722565,pria,diatas 0 tahun,verbal
RSJD Amino Gondohutomo,Psikologis,Layanan Medis Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Brigjen Sudiarto No.347 Gemah Kec. Pedurungan Kota Semarang Jawa Tengsh,Telp. (024)6722565,wanita,diatas 0 tahun,verbal
RSJD Amino Gondohutomo,Psikologis,Layanan Medis Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Brigjen Sudiarto No.347 Gemah Kec. Pedurungan Kota Semarang Jawa Tengsh,Telp. (024)6722565,pria,diatas 0 tahun,fisik
RSJD Amino Gondohutomo,Psikologis,Layanan Medis Psikologis Visum et Repertum Tes DNA,Jawa Tengah,Jln. Brigjen Sudiarto No.347 Gemah Kec. Pedurungan Kota Semarang Jawa Tengsh,Telp. (024)6722565,wanita,diatas 0 tahun,fisik
RSJD dr. RM Soedjarwadi Klaten,Psikologis,Layanan pemulihan psikologis,Jawa Tengah,Jln. Ki Pandanaran KM. 2  Senden Danguran Kec. Klaten Selatan  Kabupaten Klaten awa Tengah 57426,Telp. (0272)321435,pria,diatas 0 tahun,verbal
RSJD dr. RM Soedjarwadi Klaten,Psikologis,Layanan pemulihan psikologis,Jawa Tengah,Jln. Ki Pandanaran KM. 2  Senden Danguran Kec. Klaten Selatan  Kabupaten Klaten awa Tengah 57426,Telp. (0272)321435,wanita,diatas 0 tahun,verbal
RSJD dr. RM Soedjarwadi Klaten,Psikologis,Layanan pemulihan psikologis,Jawa Tengah,Jln. Ki Pandanaran KM. 2  Senden Danguran Kec. Klaten Selatan  Kabupaten Klaten awa Tengah 57426,Telp. (0272)321435,pria,diatas 0 tahun,fisik
RSJD dr. RM Soedjarwadi Klaten,Psikologis,Layanan pemulihan psikologis,Jawa Tengah,Jln. Ki Pandanaran KM. 2  Senden Danguran Kec. Klaten Selatan  Kabupaten Klaten awa Tengah 57426,Telp. (0272)321435,wanita,diatas 0 tahun,fisik
SAPER (Sahabat Perempuan),Psikologis,Konseling Psikologis Pendampingan Hukum untuk perempuan dan anak korban.  Monitoring kasus kekerasan terhadap perempuan. Memberikan pengorganisasian dan support group serta memberikan bantuan advokasi kebijakan kemudian pendokumentasian. Kampanye pencegahan kekerasan terhadap perempuan dan anak.,Jawa Tengah,Dusun Gulon RT 04 RW 01 Gulon Salam Magelang Jawa Tengah,Telp. (0293)585281 ,pria,diatas 0 tahun,verbal
SAPER (Sahabat Perempuan),Psikologis,Konseling Psikologis Pendampingan Hukum untuk perempuan dan anak korban.  Monitoring kasus kekerasan terhadap perempuan. Memberikan pengorganisasian dan support group serta memberikan bantuan advokasi kebijakan kemudian pendokumentasian. Kampanye pencegahan kekerasan terhadap perempuan dan anak.,Jawa Tengah,Dusun Gulon RT 04 RW 01 Gulon Salam Magelang Jawa Tengah,Telp. (0293)585281 ,wanita,diatas 0 tahun,verbal
SAPER (Sahabat Perempuan),Psikologis,Konseling Psikologis Pendampingan Hukum untuk perempuan dan anak korban.  Monitoring kasus kekerasan terhadap perempuan. Memberikan pengorganisasian dan support group serta memberikan bantuan advokasi kebijakan kemudian pendokumentasian. Kampanye pencegahan kekerasan terhadap perempuan dan anak.,Jawa Tengah,Dusun Gulon RT 04 RW 01 Gulon Salam Magelang Jawa Tengah,Telp. (0293)585281 ,pria,diatas 0 tahun,fisik
SAPER (Sahabat Perempuan),Psikologis,Konseling Psikologis Pendampingan Hukum untuk perempuan dan anak korban.  Monitoring kasus kekerasan terhadap perempuan. Memberikan pengorganisasian dan support group serta memberikan bantuan advokasi kebijakan kemudian pendokumentasian. Kampanye pencegahan kekerasan terhadap perempuan dan anak.,Jawa Tengah,Dusun Gulon RT 04 RW 01 Gulon Salam Magelang Jawa Tengah,Telp. (0293)585281 ,wanita,diatas 0 tahun,fisik
SPT PPA Provinsi Jawa Tengah,Psikologis,Layanan Pengaduan  Layanan Bantuan Hukum  Layanan Rehabilitasi Sosial Layanan Pemulangan dan Reintegrasi Sosial,Jawa Tengah, Jln. Pamularsih Nomor 28 Semarang  Jawa Tengah,Telp. (024)7602952,pria,diatas 0 tahun,verbal
SPT PPA Provinsi Jawa Tengah,Psikologis,Layanan Pengaduan  Layanan Bantuan Hukum  Layanan Rehabilitasi Sosial Layanan Pemulangan dan Reintegrasi Sosial,Jawa Tengah, Jln. Pamularsih Nomor 28 Semarang  Jawa Tengah,Telp. (024)7602952,wanita,diatas 0 tahun,verbal
SPT PPA Provinsi Jawa Tengah,Psikologis,Layanan Pengaduan  Layanan Bantuan Hukum  Layanan Rehabilitasi Sosial Layanan Pemulangan dan Reintegrasi Sosial,Jawa Tengah, Jln. Pamularsih Nomor 28 Semarang  Jawa Tengah,Telp. (024)7602952,pria,diatas 0 tahun,fisik
SPT PPA Provinsi Jawa Tengah,Psikologis,Layanan Pengaduan  Layanan Bantuan Hukum  Layanan Rehabilitasi Sosial Layanan Pemulangan dan Reintegrasi Sosial,Jawa Tengah, Jln. Pamularsih Nomor 28 Semarang  Jawa Tengah,Telp. (024)7602952,wanita,diatas 0 tahun,fisik
Solidaritas Perempuan untuk Kemanusiaan dan Hak Asasi Manusia (SPEK-HAM),Psikologis,Layanan Pengaduan dan konseling Layanan Bantuan hukum  Layanan Pemulihan ekonomi sinergi dengan LBK di wilayah kerja,Jawa Tengah,Jln. Srikoyo No 20 RT 01 RW 04 Karangasem Laweyan Surakarta Jawa Tengah,Telp. 083836662020,pria,diatas 0 tahun,verbal
Solidaritas Perempuan untuk Kemanusiaan dan Hak Asasi Manusia (SPEK-HAM),Psikologis,Layanan Pengaduan dan konseling Layanan Bantuan hukum  Layanan Pemulihan ekonomi sinergi dengan LBK di wilayah kerja,Jawa Tengah,Jln. Srikoyo No 20 RT 01 RW 04 Karangasem Laweyan Surakarta Jawa Tengah,Telp. 083836662020,wanita,diatas 0 tahun,verbal
Solidaritas Perempuan untuk Kemanusiaan dan Hak Asasi Manusia (SPEK-HAM),Psikologis,Layanan Pengaduan dan konseling Layanan Bantuan hukum  Layanan Pemulihan ekonomi sinergi dengan LBK di wilayah kerja,Jawa Tengah,Jln. Srikoyo No 20 RT 01 RW 04 Karangasem Laweyan Surakarta Jawa Tengah,Telp. 083836662020,pria,diatas 0 tahun,fisik
Solidaritas Perempuan untuk Kemanusiaan dan Hak Asasi Manusia (SPEK-HAM),Psikologis,Layanan Pengaduan dan konseling Layanan Bantuan hukum  Layanan Pemulihan ekonomi sinergi dengan LBK di wilayah kerja,Jawa Tengah,Jln. Srikoyo No 20 RT 01 RW 04 Karangasem Laweyan Surakarta Jawa Tengah,Telp. 083836662020,wanita,diatas 0 tahun,fisik
Unit Pelayanan Informasi Perempuan dan Anak (UPIPA) GOW Wonosobo,Psikologis,Pendampingan Psikososial  Konsultasi dan Rumah Aman,Jawa Tengah,Jln. Sabuk Alu No. 36 Wonosobo Jawa Tengah,Telp. (0286)3301380,pria,diatas 0 tahun,verbal
Unit Pelayanan Informasi Perempuan dan Anak (UPIPA) GOW Wonosobo,Psikologis,Pendampingan Psikososial  Konsultasi dan Rumah Aman,Jawa Tengah,Jln. Sabuk Alu No. 36 Wonosobo Jawa Tengah,Telp. (0286)3301380,wanita,diatas 0 tahun,verbal
Unit Pelayanan Informasi Perempuan dan Anak (UPIPA) GOW Wonosobo,Psikologis,Pendampingan Psikososial  Konsultasi dan Rumah Aman,Jawa Tengah,Jln. Sabuk Alu No. 36 Wonosobo Jawa Tengah,Telp. (0286)3301380,pria,diatas 0 tahun,fisik
Unit Pelayanan Informasi Perempuan dan Anak (UPIPA) GOW Wonosobo,Psikologis,Pendampingan Psikososial  Konsultasi dan Rumah Aman,Jawa Tengah,Jln. Sabuk Alu No. 36 Wonosobo Jawa Tengah,Telp. (0286)3301380,wanita,diatas 0 tahun,fisik
WCC Lentera Perempuan Purwokerto,Psikologis,Layanan Konseling Layanan Bantuan Hukum,Jawa Tengah,Jln.  Masjid No 69 Kec Purwokerto Timur Purwokerto Jawa Tengah,Telp. 089670035801,pria,diatas 0 tahun,verbal
WCC Lentera Perempuan Purwokerto,Psikologis,Layanan Konseling Layanan Bantuan Hukum,Jawa Tengah,Jln.  Masjid No 69 Kec Purwokerto Timur Purwokerto Jawa Tengah,Telp. 089670035801,wanita,diatas 0 tahun,verbal
WCC Lentera Perempuan Purwokerto,Psikologis,Layanan Konseling Layanan Bantuan Hukum,Jawa Tengah,Jln.  Masjid No 69 Kec Purwokerto Timur Purwokerto Jawa Tengah,Telp. 089670035801,pria,diatas 0 tahun,fisik
WCC Lentera Perempuan Purwokerto,Psikologis,Layanan Konseling Layanan Bantuan Hukum,Jawa Tengah,Jln.  Masjid No 69 Kec Purwokerto Timur Purwokerto Jawa Tengah,Telp. 089670035801,wanita,diatas 0 tahun,fisik
Spring UP Consultant,Psikologis,Spring Up Consultant adalah sebuah lembaga konsultan SDM di Yogyakarta. Semenjak berdiri tahun 2013 lalu kami telah menangani lebih dari 50 perusahaan dalam berbagai program-program Pengembangan SDM maupun bisnis seperti Asesmen seperti Pengembangan Sistem Talent Management seeprti Implementasi HCM dan Change Management. Selain itu kami juga memiliki program-program untuk instansi pendidikan baik berupa asesmen maupun pelatihan kemudian pengembangan kurikulum dan program lainnya. Bagi anda yang sedang memiliki permasalahan psikologis baik pengembangan diri maupun terapi psikologis pintu kami pun terbuka untuk anda.,DI Yogyakarta,Gg. Sulawesi XIV No. AK-1 Sinduadi Mlati Sleman,Telp. 082220009397,pria,diatas 0 tahun,verbal
Spring UP Consultant,Psikologis,Spring Up Consultant adalah sebuah lembaga konsultan SDM di Yogyakarta. Semenjak berdiri tahun 2013 lalu kami telah menangani lebih dari 50 perusahaan dalam berbagai program-program Pengembangan SDM maupun bisnis seperti Asesmen seperti Pengembangan Sistem Talent Management seeprti Implementasi HCM dan Change Management. Selain itu kami juga memiliki program-program untuk instansi pendidikan baik berupa asesmen maupun pelatihan kemudian pengembangan kurikulum dan program lainnya. Bagi anda yang sedang memiliki permasalahan psikologis baik pengembangan diri maupun terapi psikologis pintu kami pun terbuka untuk anda.,DI Yogyakarta,Gg. Sulawesi XIV No. AK-1 Sinduadi Mlati Sleman,Telp. 082220009397,wanita,diatas 0 tahun,verbal
Spring UP Consultant,Psikologis,Spring Up Consultant adalah sebuah lembaga konsultan SDM di Yogyakarta. Semenjak berdiri tahun 2013 lalu kami telah menangani lebih dari 50 perusahaan dalam berbagai program-program Pengembangan SDM maupun bisnis seperti Asesmen seperti Pengembangan Sistem Talent Management seeprti Implementasi HCM dan Change Management. Selain itu kami juga memiliki program-program untuk instansi pendidikan baik berupa asesmen maupun pelatihan kemudian pengembangan kurikulum dan program lainnya. Bagi anda yang sedang memiliki permasalahan psikologis baik pengembangan diri maupun terapi psikologis pintu kami pun terbuka untuk anda.,DI Yogyakarta,Gg. Sulawesi XIV No. AK-1 Sinduadi Mlati Sleman,Telp. 082220009397,pria,diatas 0 tahun,fisik
Spring UP Consultant,Psikologis,Spring Up Consultant adalah sebuah lembaga konsultan SDM di Yogyakarta. Semenjak berdiri tahun 2013 lalu kami telah menangani lebih dari 50 perusahaan dalam berbagai program-program Pengembangan SDM maupun bisnis seperti Asesmen seperti Pengembangan Sistem Talent Management seeprti Implementasi HCM dan Change Management. Selain itu kami juga memiliki program-program untuk instansi pendidikan baik berupa asesmen maupun pelatihan kemudian pengembangan kurikulum dan program lainnya. Bagi anda yang sedang memiliki permasalahan psikologis baik pengembangan diri maupun terapi psikologis pintu kami pun terbuka untuk anda.,DI Yogyakarta,Gg. Sulawesi XIV No. AK-1 Sinduadi Mlati Sleman,Telp. 082220009397,wanita,diatas 0 tahun,fisik
Focus Psikologi Center ,Psikologis,"Fokus Psikologi Center memiliki visi untuk menjadi lembaga profesional yang berkualitas dalam membantu individu dan komunitas agar mampu mengoptimalkan potensi yang dimiliki. Fokus Psikologi Center hadir untuk menemani dan membersamai proses kesehatan psikologismu dengan misi:
1.	Menjadi lembaga yang memberikan layanan pendidikan dan psikologi yang berwawasan kesehatan
2.	Mengembangkan terapi dan media pembelajaran bagi anak remaja dan dewasa                                                                                                                                                                                                                                                                 Fokus Psikologi Center memiliki profesional dalam bidang nya masing-masing untuk menunjang kesejahteraan dan kesehatan psikologis masyarakat.      
",DI Yogyakarta,Puri Niten Asri No 37 Jln. Raya Tajem Panjen Ngemplak Wedomartani Sleman Yogyakarta,Telp.   087833075478,pria,diatas 0 tahun,verbal
Focus Psikologi Center ,Psikologis,"Fokus Psikologi Center memiliki visi untuk menjadi lembaga profesional yang berkualitas dalam membantu individu dan komunitas agar mampu mengoptimalkan potensi yang dimiliki. Fokus Psikologi Center hadir untuk menemani dan membersamai proses kesehatan psikologismu dengan misi:
1.	Menjadi lembaga yang memberikan layanan pendidikan dan psikologi yang berwawasan kesehatan
2.	Mengembangkan terapi dan media pembelajaran bagi anak remaja dan dewasa                                                                                                                                                                                                                                                                 Fokus Psikologi Center memiliki profesional dalam bidang nya masing-masing untuk menunjang kesejahteraan dan kesehatan psikologis masyarakat.      
",DI Yogyakarta,Puri Niten Asri No 37 Jln. Raya Tajem Panjen Ngemplak Wedomartani Sleman Yogyakarta,Telp.   087833075478,wanita,diatas 0 tahun,verbal
Focus Psikologi Center ,Psikologis,"Fokus Psikologi Center memiliki visi untuk menjadi lembaga profesional yang berkualitas dalam membantu individu dan komunitas agar mampu mengoptimalkan potensi yang dimiliki. Fokus Psikologi Center hadir untuk menemani dan membersamai proses kesehatan psikologismu dengan misi:
1.	Menjadi lembaga yang memberikan layanan pendidikan dan psikologi yang berwawasan kesehatan
2.	Mengembangkan terapi dan media pembelajaran bagi anak remaja dan dewasa                                                                                                                                                                                                                                                                 Fokus Psikologi Center memiliki profesional dalam bidang nya masing-masing untuk menunjang kesejahteraan dan kesehatan psikologis masyarakat.      
",DI Yogyakarta,Puri Niten Asri No 37 Jln. Raya Tajem Panjen Ngemplak Wedomartani Sleman Yogyakarta,Telp.   087833075478,pria,diatas 0 tahun,fisik
Focus Psikologi Center ,Psikologis,"Fokus Psikologi Center memiliki visi untuk menjadi lembaga profesional yang berkualitas dalam membantu individu dan komunitas agar mampu mengoptimalkan potensi yang dimiliki. Fokus Psikologi Center hadir untuk menemani dan membersamai proses kesehatan psikologismu dengan misi:
1.	Menjadi lembaga yang memberikan layanan pendidikan dan psikologi yang berwawasan kesehatan
2.	Mengembangkan terapi dan media pembelajaran bagi anak remaja dan dewasa                                                                                                                                                                                                                                                                 Fokus Psikologi Center memiliki profesional dalam bidang nya masing-masing untuk menunjang kesejahteraan dan kesehatan psikologis masyarakat.      
",DI Yogyakarta,Puri Niten Asri No 37 Jln. Raya Tajem Panjen Ngemplak Wedomartani Sleman Yogyakarta,Telp.   087833075478,wanita,diatas 0 tahun,fisik
Biro Konsultasi Lentera Psikologi,Psikologis,Biro Psikologi Lentera merupakan sebuah lembaga yang menyediakan layanan konsultasi psikologis khususnya psikologi klinis dewasa.,Jawa Timur,Jln. Bendungan Sampean Baru No.C5 Sumbersari Kec. Lowokwaru  Kota Malang Jawa Timur 65149,Telp. 0811367018,pria,diatas 0 tahun,verbal
Biro Konsultasi Lentera Psikologi,Psikologis,Biro Psikologi Lentera merupakan sebuah lembaga yang menyediakan layanan konsultasi psikologis khususnya psikologi klinis dewasa.,Jawa Timur,Jln. Bendungan Sampean Baru No.C5 Sumbersari Kec. Lowokwaru  Kota Malang Jawa Timur 65149,Telp. 0811367018,wanita,diatas 0 tahun,verbal
Biro Konsultasi Lentera Psikologi,Psikologis,Biro Psikologi Lentera merupakan sebuah lembaga yang menyediakan layanan konsultasi psikologis khususnya psikologi klinis dewasa.,Jawa Timur,Jln. Bendungan Sampean Baru No.C5 Sumbersari Kec. Lowokwaru  Kota Malang Jawa Timur 65149,Telp. 0811367018,pria,diatas 0 tahun,fisik
Biro Konsultasi Lentera Psikologi,Psikologis,Biro Psikologi Lentera merupakan sebuah lembaga yang menyediakan layanan konsultasi psikologis khususnya psikologi klinis dewasa.,Jawa Timur,Jln. Bendungan Sampean Baru No.C5 Sumbersari Kec. Lowokwaru  Kota Malang Jawa Timur 65149,Telp. 0811367018,wanita,diatas 0 tahun,fisik
Pusat Layanan Psikologi Universitas Negeri Surabaya (UNESA),Psikologis,Pusat Layanan Psikologi merupakan salah satu pusat yang dibentuk pada tahun 2021 dibawah Lembaga Pengembangan Pembelajaran dan Profesi (LP3) Universitas Negeri Surabaya. Pusat Layanan Psikologi menjadi pusat layanan psikologi terapan yang handal dan terpercaya di Jawa Timur. Tim Pusat Layanan Psikologi berkomitmen untuk menerapkan prinsip profesionalitas dan kualitas yang baik dalam memberikan pelayanan bagi masyarakat.Tugas dan fungsi Pusat Layanan Psikologi LP3 Unesa adalah memberikan layanan yang mampu menjawab berbagai kebutuhan pengembangan individu masyarakat komunitas dan organisasi dari sudut pandang Psikologi yang dikaitkan dengan berbagai lingkup kehidupan. Pusat Layanan Psikologi menyusun rencana program layanan psikologi yang sesuai kebutuhan masyarakat menyelenggarakan program layanan psikologi meningkatkan dan mengembangkan kompetensi keahlian Tim Pusat Layanan Psikologi demi tercapainya kualitas dan profesionalitas kerja yang baik.,Jawa Timur, LP3 Unesa Gedung W1 Jln. Lidah Wetan Surabaya 64732,Telp. ( 031)51169397,pria,diatas 0 tahun,verbal
Pusat Layanan Psikologi Universitas Negeri Surabaya (UNESA),Psikologis,Pusat Layanan Psikologi merupakan salah satu pusat yang dibentuk pada tahun 2021 dibawah Lembaga Pengembangan Pembelajaran dan Profesi (LP3) Universitas Negeri Surabaya. Pusat Layanan Psikologi menjadi pusat layanan psikologi terapan yang handal dan terpercaya di Jawa Timur. Tim Pusat Layanan Psikologi berkomitmen untuk menerapkan prinsip profesionalitas dan kualitas yang baik dalam memberikan pelayanan bagi masyarakat.Tugas dan fungsi Pusat Layanan Psikologi LP3 Unesa adalah memberikan layanan yang mampu menjawab berbagai kebutuhan pengembangan individu masyarakat komunitas dan organisasi dari sudut pandang Psikologi yang dikaitkan dengan berbagai lingkup kehidupan. Pusat Layanan Psikologi menyusun rencana program layanan psikologi yang sesuai kebutuhan masyarakat menyelenggarakan program layanan psikologi meningkatkan dan mengembangkan kompetensi keahlian Tim Pusat Layanan Psikologi demi tercapainya kualitas dan profesionalitas kerja yang baik.,Jawa Timur, LP3 Unesa Gedung W1 Jln. Lidah Wetan Surabaya 64732,Telp. ( 031)51169397,wanita,diatas 0 tahun,verbal
Pusat Layanan Psikologi Universitas Negeri Surabaya (UNESA),Psikologis,Pusat Layanan Psikologi merupakan salah satu pusat yang dibentuk pada tahun 2021 dibawah Lembaga Pengembangan Pembelajaran dan Profesi (LP3) Universitas Negeri Surabaya. Pusat Layanan Psikologi menjadi pusat layanan psikologi terapan yang handal dan terpercaya di Jawa Timur. Tim Pusat Layanan Psikologi berkomitmen untuk menerapkan prinsip profesionalitas dan kualitas yang baik dalam memberikan pelayanan bagi masyarakat.Tugas dan fungsi Pusat Layanan Psikologi LP3 Unesa adalah memberikan layanan yang mampu menjawab berbagai kebutuhan pengembangan individu masyarakat komunitas dan organisasi dari sudut pandang Psikologi yang dikaitkan dengan berbagai lingkup kehidupan. Pusat Layanan Psikologi menyusun rencana program layanan psikologi yang sesuai kebutuhan masyarakat menyelenggarakan program layanan psikologi meningkatkan dan mengembangkan kompetensi keahlian Tim Pusat Layanan Psikologi demi tercapainya kualitas dan profesionalitas kerja yang baik.,Jawa Timur, LP3 Unesa Gedung W1 Jln. Lidah Wetan Surabaya 64732,Telp. ( 031)51169397,pria,diatas 0 tahun,fisik
Pusat Layanan Psikologi Universitas Negeri Surabaya (UNESA),Psikologis,Pusat Layanan Psikologi merupakan salah satu pusat yang dibentuk pada tahun 2021 dibawah Lembaga Pengembangan Pembelajaran dan Profesi (LP3) Universitas Negeri Surabaya. Pusat Layanan Psikologi menjadi pusat layanan psikologi terapan yang handal dan terpercaya di Jawa Timur. Tim Pusat Layanan Psikologi berkomitmen untuk menerapkan prinsip profesionalitas dan kualitas yang baik dalam memberikan pelayanan bagi masyarakat.Tugas dan fungsi Pusat Layanan Psikologi LP3 Unesa adalah memberikan layanan yang mampu menjawab berbagai kebutuhan pengembangan individu masyarakat komunitas dan organisasi dari sudut pandang Psikologi yang dikaitkan dengan berbagai lingkup kehidupan. Pusat Layanan Psikologi menyusun rencana program layanan psikologi yang sesuai kebutuhan masyarakat menyelenggarakan program layanan psikologi meningkatkan dan mengembangkan kompetensi keahlian Tim Pusat Layanan Psikologi demi tercapainya kualitas dan profesionalitas kerja yang baik.,Jawa Timur, LP3 Unesa Gedung W1 Jln. Lidah Wetan Surabaya 64732,Telp. ( 031)51169397,wanita,diatas 0 tahun,fisik
RUMAH SEHAT PSIKOLOGI INVIRA HUMANIA,Psikologis,INVIRA HUMANIA adalah ONE STOP PSYCHOLOGICAL SERVICE  dengan layanan konseling dan psikoterapi dengan asesmen psikologi ( individual baik pendidikan dan perusahaan)psikoedukasi serta pemberdayaan komunitas. Kami memiliki psikolog dan profesional yang handal berpengalaman dan dilengkapi Surat Ijin Praktek Psikologi (SIPP) dan sertifikasi yang kompeten di bidangnya seperti Surat Tanda Registrasi (STR) Certified Human Resources Professional (CHRP) Certified Hypnotist (CH)  Certified Hypnotherapist (CHt) dan Certified Practitioner of Neo Neuro Linguistic Programming (CPNNLP).,Jawa Timur,Royal Residence B9 No 207 Wiyung Surabaya,Telp. 081331173779,pria,diatas 0 tahun,verbal
RUMAH SEHAT PSIKOLOGI INVIRA HUMANIA,Psikologis,INVIRA HUMANIA adalah ONE STOP PSYCHOLOGICAL SERVICE  dengan layanan konseling dan psikoterapi dengan asesmen psikologi ( individual baik pendidikan dan perusahaan)psikoedukasi serta pemberdayaan komunitas. Kami memiliki psikolog dan profesional yang handal berpengalaman dan dilengkapi Surat Ijin Praktek Psikologi (SIPP) dan sertifikasi yang kompeten di bidangnya seperti Surat Tanda Registrasi (STR) Certified Human Resources Professional (CHRP) Certified Hypnotist (CH)  Certified Hypnotherapist (CHt) dan Certified Practitioner of Neo Neuro Linguistic Programming (CPNNLP).,Jawa Timur,Royal Residence B9 No 207 Wiyung Surabaya,Telp. 081331173779,wanita,diatas 0 tahun,verbal
RUMAH SEHAT PSIKOLOGI INVIRA HUMANIA,Psikologis,INVIRA HUMANIA adalah ONE STOP PSYCHOLOGICAL SERVICE  dengan layanan konseling dan psikoterapi dengan asesmen psikologi ( individual baik pendidikan dan perusahaan)psikoedukasi serta pemberdayaan komunitas. Kami memiliki psikolog dan profesional yang handal berpengalaman dan dilengkapi Surat Ijin Praktek Psikologi (SIPP) dan sertifikasi yang kompeten di bidangnya seperti Surat Tanda Registrasi (STR) Certified Human Resources Professional (CHRP) Certified Hypnotist (CH)  Certified Hypnotherapist (CHt) dan Certified Practitioner of Neo Neuro Linguistic Programming (CPNNLP).,Jawa Timur,Royal Residence B9 No 207 Wiyung Surabaya,Telp. 081331173779,pria,diatas 0 tahun,fisik
